product_name,original_data_column_1,original_data_column_2,supplier_article_number,ean,article_number,product_description,supplier,supplier_url,product_image_url,manufacturer,original_data_column_3
"CLEAN and CLEVER PROFESSIONAL Profi-Schwammtuch, klein PRO 65",reinigungshilfen/reinigungstücher---mehrweg/spül--und-schwammtücher/spül--und-schwammtücher,18 cm x 20 cm grün,2137803,4024009027666,131-040-91,"geprüft auf Schadstoffe, Produktklasse 1 (für den Kontakt
mit Babyartikeln geeignet), extrem saugstark, scheuerfest,
langlebig, angenehm weich und dennoch griffig, fusselfrei,
aus umweltfreundlichem Material, da aus natürlich
nachwachsenden Rohstoffen und Holzzellulose aus
nachhaltigem Anbau, palmöl- und plastikfrei (auch keine
Verwendung von Nano- bzw. Mikroplastik), vegan, verrottbar
auf einem haushaltsüblichen Komposter bzw. in der Biotonne,
koch- und waschmaschinenfest bis zu 95 °C, universelles
Nasswischtuch für die effiziente Reinigung, bestens
geeignet für die verschiedensten Anwendungsbereiche in
Restaurants, Bars, Küchen und Sanitärräumen, Breite 18 cm,
Farbe grün, Länge 20 cm, Material 70 % Holzzellulose / 30 %
Baumwolle, Öko-Label OEKO-TEX® STANDARD 100, 1 Packung à 10
Stk, (Krt à 50 Pac).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-profi-schwammtuch-klein-pro-65-18-cm-x-20-cm-gruen/4F3RojQ9wWy6FPf3JWZJYa,https://media.igefa.de/files/images_idealclean/2137803.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER SMART Vlies-Allzwecktuch SMA 63,reinigungshilfen/reinigungstücher---mehrweg/allzweck-/-universalwischtücher/allzweck-/-universalwischtücher,Weiß,5003376,,391610-001-5,"CLEAN and CLEVER SMART Vlies-Allzwecktuch ECO 63 ist ein praktisches Thermo-Vliestuch für die tägliche Trocken- & Feuchtreinigung aller Oberflächen in Industrie, Gewerbe, Hotellerie etc.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-vlies-allzwecktuch-sma-63-weiss/UhmGHnUaNxJ5DXd4r4SsYc,https://media.igefa.de/files/images_idealclean/5003376.jpg,CLEAN and CLEVER SMART,lange haltbar; waschbar bis 95° C; saugstark & strapazierfähig; gutes Schmutzaufnahmevermögen; Maße 40 cm x 38 cm
CLEAN and CLEVER SMART Microfasertuch SMA 62,reinigungshilfen/reinigungstücher---mehrweg/microfasertücher/microfasertücher,Rot,2133819,,MW-017R,CLEAN and CLEVER SMART Microfasertuch SMA 62 ist besonders geeignet für die tägliche Unterhaltsreinigung glatter Oberflächen.,igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-microfasertuch-sma-62-rot/asRnnCoGwTHQ7nMiJs8Jw7,https://media.igefa.de/files/images_idealclean/2133819.jpg,CLEAN and CLEVER SMART,lange haltbar; universell einsetzbar; strapazierfähig & saugstark; reinigt gründlich & streifenfrei; gutes Schmutzaufnahmevermögen durch feine Microfasern
CLEAN and CLEVER SMART Microfasertuch plus SMA 61,reinigungshilfen/reinigungstücher---mehrweg/microfasertücher/microfasertücher,Grün,2133817,,157901/157897,"mit leichten Abrasivstreifen für hervorragende
Schmutzentfernung, besonders saugfähig, reinigt gründlich
fussel- und streifenfrei, besonders angenehm im Griff,
lange haltbar, kochfest bis 95° C, ohne Weichspüler,
trocknergeeignet, mit und ohne Chemie einsetzbar, für die
tägliche Unterhaltsreinigung in allen Einsatzbereichen,
besonders gut für Reinigungsarbeiten in Küchen-, Bad- und
Sanitäreinrichtungen aufgrund der hohen
Wasseraufnahmekapazität, vielseitig einsetzbar u. a. zur
Reinigung von Fliesen, Fensterrahmen, Möbeln,
elektronischen Geräten, Tastaturen usw. anwendbar auf
unempfindlichen Oberflächen aus Edelstahl, Glas, Keramik,
Chrom, Emaille usw. zur Trocken-, Sprüh-, Feucht- und
Nassreinigung geeignet, Breite 40 cm, Farbe grün, Länge 40
cm, Material 85 % Polyester / 15 % Polyamid, 1 Stück, (Krt
à 10 x 10 Stk).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-microfasertuch-plus-sma-61-gruen-mit-leichten-abrasivstreifen-fuer-hervorragende-schmutzentfernung/7PbdPFsGdgs55GgtLR5CPC,https://media.igefa.de/files/images_idealclean/2133817.jpg,CLEAN and CLEVER SMART,
CLEAN and CLEVER SMART Allzwecktuch SMA 64,reinigungshilfen/reinigungstücher---mehrweg/allzweck-/-universalwischtücher/allzweck-/-universalwischtücher,Blau,1389874,4024009005299,383370-004-5,"CLEAN and CLEVER SMART Allzwecktuch ECO 64 ist ein praktisches Reinigungstuch für den Einsatz auf allen glatten, leicht bis normal verschmutzten Flächen, die einer fusselfreien Reinigung bedürfen. Die Packung enthält 20 Tücher.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-allzwecktuch-sma-64-blau/55xPcYGs6Pe4e4waGnJ7wX,https://media.igefa.de/files/images_idealclean/1389874.jpg,CLEAN and CLEVER SMART,lange haltbar; waschbar bis 95° C; Maße 40 cm x 35 cm; sehr saugstark & strapazierfähig; gutes Schmutzaufnahmevermögen
"CLEAN and CLEVER PROFESSIONAL Profi-Schwammtuch, klein PRO 65",reinigungshilfen/reinigungstücher---mehrweg/spül--und-schwammtücher/spül--und-schwammtücher,18 cm x 20 cm blau,2137802,4024009027635,131-040-90,"geprüft auf Schadstoffe, Produktklasse 1 (für den Kontakt
mit Babyartikeln geeignet), extrem saugstark, scheuerfest,
langlebig, angenehm weich und dennoch griffig, fusselfrei,
aus umweltfreundlichem Material, da aus natürlich
nachwachsenden Rohstoffen und Holzzellulose aus
nachhaltigem Anbau, palmöl- und plastikfrei (auch keine
Verwendung von Nano- bzw. Mikroplastik), vegan, verrottbar
auf einem haushaltsüblichen Komposter bzw. in der Biotonne,
koch- und waschmaschinenfest bis zu 95 °C, universelles
Nasswischtuch für die effiziente Reinigung, bestens
geeignet für die verschiedensten Anwendungsbereiche in
Restaurants, Bars, Küchen und Sanitärräumen, Breite 18 cm,
Farbe blau, Länge 20 cm, Material 70 % Holzzellulose / 30 %
Baumwolle, Öko-Label OEKO-TEX® STANDARD 100, 1 Packung à 10
Stk, (Krt à 50 Pac).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-profi-schwammtuch-klein-pro-65-18-cm-x-20-cm-blau/gkuKJfChUb4fQvPdKmgis6,https://media.igefa.de/files/images_idealclean/2137802.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER SMART Allzwecktuch SMA 64,reinigungshilfen/reinigungstücher---mehrweg/allzweck-/-universalwischtücher/allzweck-/-universalwischtücher,Gelb,1389875,4024009005312,383380-004-5,"CLEAN and CLEVER SMART Allzwecktuch ECO 64 ist ein praktisches Reinigungstuch für den Einsatz auf allen glatten, leicht bis normal verschmutzten Flächen, die einer fusselfreien Reinigung bedürfen. Die Packung enthält 20 Tücher.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-allzwecktuch-sma-64-gelb/zWTACStsJYyKdgXQmMNR39,https://media.igefa.de/files/images_idealclean/1389875.jpg,CLEAN and CLEVER SMART,lange haltbar; waschbar bis 95° C; Maße 40 cm x 35 cm; sehr saugstark & strapazierfähig; gutes Schmutzaufnahmevermögen
CLEAN and CLEVER PROFESSIONAL Pflegeschwamm PRO 61,reinigungshilfen/schwämme/pflegeschwämme/pflegeschwämme,Rot / weiß,2124002,4024009019944,151999,"hochwertiger Pflegeschwamm, aus langlebigem, elastischem
Schaumstoffmaterial mit offenem, weichem Vliespad ohne
Schleifmittel, einfach im Handling durch komfortable
Griffleiste, besonders hygienisch im praktischen 4-
Farbsystem, waschbar bis 60° C, zur schonenden Reinigung
und Pflege aller empfindlichen Oberflächen, universelle
Einsatzmöglichkeit durch das hochwertige,
schleifmittelfreie Vliesmaterial, Breite 7 cm, Farbe rot /
weiß, Länge 15 cm, 1 Packung à 6 Stk, (Krt à 18 Pac).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-pflegeschwamm-pro-61-rot-weiss/5wx9zxxmYfYRuE3maThDiQ,https://media.igefa.de/files/images_idealclean/2124002.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER SMART Microfasertuch SMA 62,reinigungshilfen/reinigungstücher---mehrweg/microfasertücher/microfasertücher,Grün,2133822,,MW-017G,,igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-microfasertuch-sma-62-gruen/7gG9NR4kpB8Vgas3ek4MYi,https://media.igefa.de/files/images_idealclean/2133822.jpg,CLEAN and CLEVER SMART,lange haltbar; kochfest bis 95° C; reinigt gründlich & streifenfrei; gutes Schmutzaufnahmevermögen; Material - 85% Polyester / 15% Polyamid
CLEAN and CLEVER SMART Allzwecktuch SMA 64,reinigungshilfen/reinigungstücher---mehrweg/allzweck-/-universalwischtücher/allzweck-/-universalwischtücher,Rot,1389873,4024009005275,383360-004-5,"CLEAN and CLEVER SMART Allzwecktuch ECO 64 ist ein praktisches Reinigungstuch für den Einsatz auf allen glatten, leicht bis normal verschmutzten Flächen, die einer fusselfreien Reinigung bedürfen. Die Packung enthält 20 Tücher.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-allzwecktuch-sma-64-rot/fWXAqSbkDE9o7WD9LQWJgR,https://media.igefa.de/files/images_idealclean/1389873.jpg,CLEAN and CLEVER SMART,lange haltbar; waschbar bis 95° C; Maße 40 cm x 35 cm; sehr saugstark & strapazierfähig; gutes Schmutzaufnahmevermögen
