product_name,original_data_column_1,original_data_column_2,supplier_article_number,ean,article_number,product_description,supplier,supplier_url,product_image_url,manufacturer,original_data_column_3
Aktivfaserwalze,reinigungsmaschinen/scheuersaugmaschinen/scheuer-/saugmaschine-zubehör/scheuer-/saugmaschine-zubehör,"Taski Aktivfaserwalze 33,5cm Microfaser für Swingo 150",2093480,7615400204540,7519049,"durch Einsatz von Microfasern wird weniger Wasser benötigt,
womit auch weniger Tankstopps erforderlich sind, für Taski
swingo 150, wurde speziell für die Reinigung von Stein und
Keramikfließen entwickelt - für perfekte
Reinigungsergebnisse, Fasern dringen direkt in die Tiefe
des Bodens ein und verhelfen somit zu exzellenten
Reinigungsergebnissen auf porösen Böden, Anwender kann
Walze ganz einfach ohne Werkzeug austauschen, lange haltbar",igefa Handelsgesellschaft,https://store.igefa.de/p/aktivfaserwalze-taski-aktivfaserwalze-33-5cm-microfaser-fuer-swingo-150/L3YtqqRC5ddPUe82QQ5bSQ,https://media.igefa.de/files/images_idealclean/2093480.jpg,Diversey,
AERO Ritzendüse lang,reinigungsmaschinen/sauger/sauger-zubehör/sauger-zubehör,für Taski Aero Vento Modelle,2168986,7615400223749,7524300,"Zubehör, für TASKI Aero Vento Modelle, Durchmesser 32 mm, 1
Stück.",igefa Handelsgesellschaft,https://store.igefa.de/p/aero-ritzenduese-lang-fuer-taski-aero-vento-modelle/4tyQYXJDqNsbWnarSfiDih,https://media.igefa.de/files/images_idealclean/2168986.jpg,Diversey,
Scheuerbürste Waschbeton,reinigungsmaschinen/scheuersaugmaschinen/scheuer-/saugmaschine-zubehör/scheuer-/saugmaschine-zubehör,Taski Scheuerbürste 43cm Waschbeton f. Swingo 1850/4000,2108295,7615400203574,7517860,"mit abgeschrägten Borsten, für Swingo 1850 / 4000,
Durchmesser 43 cm, 1 Stück.",igefa Handelsgesellschaft,https://store.igefa.de/p/scheuerbuerste-waschbeton-taski-scheuerbuerste-43cm-waschbeton-f-swingo-1850-4000/YdHPJztYJJpVS4j6zyjs3j,https://media.igefa.de/files/images_idealclean/2108295.jpg,Diversey,
Scheuerbürste Waschbeton,reinigungsmaschinen/scheuersaugmaschinen/scheuer-/saugmaschine-zubehör/scheuer-/saugmaschine-zubehör,33 cm,2061985,7615400202102,7515517,"Zubehör für Scheuersaugmaschine, Durchmesser 33 cm, 1 Stück.",igefa Handelsgesellschaft,https://store.igefa.de/p/scheuerbuerste-waschbeton-33-cm/gTVH5oD6SXC2bpHuSSHjRX,https://media.igefa.de/files/images_idealclean/2061985.jpg,Diversey,
Anschlußkabel Aero,reinigungsmaschinen/sauger/trockensauger/trockensauger-mit-kabel,"Taski Anschlußkabel Aero16,5m",2201222,7615400225309,7524465,"Anschlußkabel, für einen längeren Arbeitsradius mit den
TASKI AERO Staubsaugern, Länge 16,5 m, 1 Stück.",igefa Handelsgesellschaft,https://store.igefa.de/p/anschlusskabel-aero-taski-anschlusskabel-aero16-5m/HG4HwsU2xJzTtDJvmLKbmH,https://media.igefa.de/files/images_idealclean/2201222.jpg,Diversey,
Fixomatdüse,reinigungsmaschinen/sauger/sauger-zubehör/sauger-zubehör,Taski Fixomatdüse für Vacumat 44 Neu,1699441,7615400500802,8505420,"Zubehör, geeignet für TASKI vacumat 44 NEU, 1 Stück.",igefa Handelsgesellschaft,https://store.igefa.de/p/fixomatduese-taski-fixomatduese-fuer-vacumat-44-neu/oerRvuLrjsjVDRCxxgSj4m,https://media.igefa.de/files/images_idealclean/1699441.jpg,Diversey,
Swingo 350 E,reinigungsmaschinen/scheuersaugmaschinen/scheuer-/saugmaschine-mitgänger/scheuer-/saugmaschine-mitgänger,Taski Swingo 350 E Scheuersaugmaschine,2088504,7615400204250,7518528,"kleine netzbetriebene Scheuersaugmaschine, sehr robust und
langlebig, für kleine und überstellte Flächen mit
Walzenbürste für die Tiefenreinigung, durch die niedrige
Unterfahrhöhe und den flexiblen Griff sind überstellte
Flächen gut erreichbar, einfache und sichere Anwendung bei
perfekten Reinigungs- und Trocknungsergebnissen, Abmessung
79 x 45 x 43 cm, Arbeitsbreite 38 cm, Bürstendruck maximal
22 kg, Flächenleistung 1.140 m²/h, Gewicht 46 kg,
Kabellänge 25 m, Saugdüsenbreite 55 cm, Schalldruckpegel <
70 dB(A), Tankinhalt Frischwasser 10 l, Tankinhalt
Schmutzwasser 10 l, 1 Stück.",igefa Handelsgesellschaft,https://store.igefa.de/p/swingo-350-e-taski-swingo-350-e-scheuersaugmaschine/PLsxYtY9puaiXcVxpNLAXe,https://media.igefa.de/files/images_idealclean/2088504.jpg,Diversey,
Swingo 150 E,reinigungsmaschinen/scheuersaugmaschinen/scheuer-/saugmaschine-mitgänger/scheuer-/saugmaschine-mitgänger,inkl. Walzenbürste/Lamellen,2066161,7615400202324,7516209,"kleine netzbetriebene Scheuersaugmaschine mit Walzenbürste,
einfache und ergonomische Anwendung, gründliche Reinigung
überstellter Flächen durch die geringe Höhe des Bürstkopfes,
perfekte Reinigung ohne Ausrutschgefahr, einfache Lagerung
und einfacher Transport durch die kompakte Größe, für
kleine und überstellte Flächen im Design eines Bürstsaugers,
inkl. Walzenbürste Standard und Lamellensatz, Abmessung 43
x 38 x 112 cm, Arbeitsbreite 33,5 cm, Bürstdrehzahl 1700
U/min, Flächenleistung 1.190 m²/h, Gewicht 10,7 kg,
Kabellänge 15 m, Nennaufnahme maximal 1100 W,
Saugdüsenbreite 35,5 cm, Schalldruckpegel 74 dB(A),
Schutzklasse II, Tankinhalt Frischwasser 2,6 l, Tankinhalt
Schmutzwasser 2,9 l, 1 Stück.",igefa Handelsgesellschaft,https://store.igefa.de/p/swingo-150-e-inkl-walzenbuerste-lamellen/dpuAB7ZQMfgjwav3BcRbyN,https://media.igefa.de/files/images_idealclean/2066161.jpg,Diversey,
Ultimaxx 1900 DD55 Perfomance BMS 25A EBU,reinigungsmaschinen/scheuersaugmaschinen/scheuer-/saugmaschine-mitgänger/scheuer-/saugmaschine-mitgänger,ohne Batterie,2245907,7615400229819,7525225,"Batteriebetriebene Scheuersaugmaschine für mittlere Flächen
bis große Flächen mit elektronischer Bürsteneinheit,
Bedienelemente sind selbsterklärend, exzellente
Reinigungsleistung und Ergonomie, servicefreundlich,
effizienter Wasser- und Chemikalienverbrauch,
ausgezeichnete Wasseraufnhame mit patentiertem Saugbalken,
höchste Luftqualität durch HEPA-Filter, Vernetzung und
Fernwartung, extrem leise im Betrieb, TWISTER-Funktion für
chemiefreie Reinigung, große Tankkapazität erhöht die
Arbeitsautonomie, Abmessung 120 x 60 x 112 cm,
Arbeitsbreite 55 cm, Arbeitsgeschwindigkeit 4,5 km/h,
Bürstdrehzahl 195 U/min, Bürstendruck maximal 40 kg,
Flächenleistung 1.856 m²/h, Schalldruckpegel 63 dB(A),
Tankinhalt Frischwasser 43 l, Tankinhalt Schmutzwasser 45 l,
1 Stück.",igefa Handelsgesellschaft,https://store.igefa.de/p/ultimaxx-1900-dd55-perfomance-bms-25a-ebu-ohne-batterie/CKjvXndASbaMUMpy2wTjNP,https://media.igefa.de/files/images_idealclean/2245907.jpg,Diversey,
Swingo 455 B Li50,reinigungsmaschinen/scheuersaugmaschinen/scheuer-/saugmaschine-mitgänger/scheuer-/saugmaschine-mitgänger,inkl. Batterie/Ladegerät,2225806,7615400226214,7524725,"kompakte und wendige Scheuersaugmaschine, Kurz- und
Zwischenladen beschädigen die Batterie nicht mehr, sondern
erhöhen Ihre Flexibilität bei der Verwendung der Maschine,
Batterie ist in ca. 2 Stunden geladen, anstatt 10 Stunden
bei Gel-Batterien, Li-Ion Batterien halten 2000-2500
Ladezyklen und halten somit bis zu 4 mal länger als Gel-
Batterien, für kleine und überstellte Flächen, mit Li-Ion
Batterie und externem Ladegerät, vielseitig einsetzbar
durch kompakte Abmessung und kleinen, ergonomischen Griff,
patentierte V-förmige Saugdüse und bewährtes Bürstensystem,
intuitive Anwendung und gelbe Wartungspunkte für eine
einfache und sichere Anwendung, Abmessung 110 x 48 x 92 cm,
Arbeitsbreite 43 cm, Bürstendruck maximal 32 kg,
Flächenleistung 1.290 m²/h, Gewicht 120 kg, Kabellänge 2,5
m, Saugdüsenbreite 69 cm, Tankinhalt Frischwasser 22 l,
Tankinhalt Schmutzwasser 25 l, 1 Stück.",igefa Handelsgesellschaft,https://store.igefa.de/p/swingo-455-b-li50-inkl-batterie-ladegeraet/tPkZZhFr2umXhFBfwtAJGn,https://media.igefa.de/files/images_idealclean/2225806.jpg,Diversey,
Ultimaxx 900 DD55 P BMS 13A,reinigungsmaschinen/scheuersaugmaschinen/scheuer-/saugmaschine-mitgänger/scheuer-/saugmaschine-mitgänger,Taski Ultimaxx 900 DD55 P BMS,2229061,7615400230075,7525251,"Antriebslose Scheuersaugmaschine, unschlagbare Kombination
aus Reinigungsleistung und schnellster Trocknung, leiser
Betrieb und saubere Abluft, intelligente Technologien für
einen sicheren und schnellen Start, effiziente Verwendung
von Reinigungsmitteln dank IntelliDose+, 55 cm
Doppelscheibenaggregat, 13 A internes Ladegerät,
unübertroffene Hygiene und Effizienz, ausgezeichnete
Wasseraufnhame mit patentiertem Saugbalken, höchste
Luftqualität durch HEPA-Filter, Vernetzung und Fernwartung,
extrem leise im Betrieb, Abmessung 120 x 60 x 111 cm,
Arbeitsbreite 55 cm, Arbeitsgeschwindigkeit 3 km/h,
Bürstdrehzahl 195 U/min, Bürstendruck maximal 33 kg,
Flächenleistung 1238 m²/h, Schalldruckpegel 60 dB(A),
Tankinhalt Frischwasser 20 l, Tankinhalt Schmutzwasser 22 l,
1 Stück.",igefa Handelsgesellschaft,https://store.igefa.de/p/ultimaxx-900-dd55-p-bms-13a-taski-ultimaxx-900-dd55-p-bms/82HG3UYGETAWiCKVCWRBne,https://media.igefa.de/files/images_idealclean/2229061.jpg,Diversey,
Ultimaxx 2900 DD55 Perfomance EBU 25A,reinigungsmaschinen/scheuersaugmaschinen/scheuer-/saugmaschine-mitgänger/scheuer-/saugmaschine-mitgänger,ohne Batterie,2230121,7615400228584,7525094,"Batteriebetriebene Scheuersaugmaschine für mittlere Flächen
bis große Flächen, Bedienelemente sind selbsterklärend,
exzellente Reinigungsleistung und Ergonomie,
servicefreundlich, effizienter Wasser- und
Chemikalienverbrauch, ausgezeichnete Wasseraufnhame mit
patentiertem Saugbalken, höchste Luftqualität durch HEPA-
Filter, Vernetzung und Fernwartung, extrem leise im Betrieb,
TWISTER-Funktion für chemiefreie Reinigung, große
Tankkapazität erhöht die Arbeitsautonomie, Abmessung 144 x
60 x 113 cm, Arbeitsbreite 55 cm, Arbeitsgeschwindigkeit 4,
5 km/h, Bürstdrehzahl 195 U/min, Bürstendruck maximal 40 kg,
Flächenleistung 1.856 m²/h, Schalldruckpegel 63 dB(A),
Tankinhalt Frischwasser 63 l, Tankinhalt Schmutzwasser 63 l,
1 Stück.",igefa Handelsgesellschaft,https://store.igefa.de/p/ultimaxx-2900-dd55-perfomance-ebu-25a-ohne-batterie/BpeSb4ccBrrmTVRTN5MsBi,https://media.igefa.de/files/images_idealclean/2230121.jpg,Diversey,
1900 DD55 Perfomance BMS 13A EBU,reinigungsmaschinen/scheuersaugmaschinen/scheuer-/saugmaschine-mitgänger/scheuer-/saugmaschine-mitgänger,ohne Batterie,2228991,7615400229734,7525217,"Batteriebetriebene Scheuersaugmaschine für mittlere Flächen
bis große Flächen mit elektronischer Bürsteneinheit,
Bedienelemente sind selbsterklärend, exzellente
Reinigungsleistung und Ergonomie, servicefreundlich,
effizienter Wasser- und Chemikalienverbrauch,
ausgezeichnete Wasseraufnhame mit patentiertem Saugbalken,
höchste Luftqualität durch HEPA-Filter, Vernetzung und
Fernwartung, extrem leise im Betrieb, TWISTER-Funktion für
chemiefreie Reinigung, große Tankkapazität erhöht die
Arbeitsautonomie, Abmessung 120 x 60 x 112 cm,
Arbeitsbreite 55 cm, Arbeitsgeschwindigkeit 4,5 km/h,
Bürstdrehzahl 195 U/min, Bürstendruck maximal 40 kg,
Flächenleistung 1.900 m²/h, Schalldruckpegel 63 dB(A),
Tankinhalt Frischwasser 43 l, Tankinhalt Schmutzwasser 45 l,
1 Stück.",igefa Handelsgesellschaft,https://store.igefa.de/p/1900-dd55-perfomance-bms-13a-ebu-ohne-batterie/cYJfkbLyXBaAePaFrTZrGm,https://media.igefa.de/files/images_idealclean/2228991.jpg,Diversey,
Ultimaxx 900 DD55 P BMS 13A,reinigungsmaschinen/scheuersaugmaschinen/scheuer-/saugmaschine-mitgänger/scheuer-/saugmaschine-mitgänger,Taski Ultimaxx 900 DD55 P BMS,2245921,7615400230112,7525255,"Antriebslose Scheuersaugmaschine, unschlagbare Kombination aus
Reinigungsleistung und schnellster Trocknung, leiser Betrieb und saubere
Abluft, intelligente Technologien für einen sicheren und schnellen Start,
effiziente Verwendung von Reinigungsmitteln dank IntelliDose+, 55 cm
Doppelscheibenaggregat, 13 A internes Ladegerät, unübertroffene Hygiene und
Effizienz, ausgezeichnete Wasseraufnhame mit patentiertem Saugbalken, höchste
Luftqualität durch HEPA-Filter, Vernetzung und Fernwartung, extrem leise im
Betrieb, Ultimaxx 900 DD55 P BMS, ohne Akku und Reinigungswerkzeug, nicht
einsatzbereit, notwendig Batterie Artikel 2172329 sowie Führungsteller mit Pad
oder Bürste, Abmessung 120 x 60 x 111 cm, Arbeitsbreite 55 cm,
Arbeitsgeschwindigkeit 3 km/h, Flächenleistung 1238 m²/h, Schalldruckpegel 60
dB(A), Bürstdrehzahl 195 U/min, Bürstendruck maximal 33 kg, Tankinhalt
Frischwasser 20 l, Tankinhalt Schmutzwasser 22 l, 1 Stück.",igefa Handelsgesellschaft,https://store.igefa.de/p/ultimaxx-900-dd55-p-bms-13a-taski-ultimaxx-900-dd55-p-bms/fKon6Vc7TVDdUSfdzwvwSP,https://media.igefa.de/files/images_idealclean/2245921.jpg,Diversey,
2900 DD65 Perfomance BMS 25A,reinigungsmaschinen/scheuersaugmaschinen/scheuer-/saugmaschine-mitgänger/scheuer-/saugmaschine-mitgänger,ohne Batterie und Zubehör,2242369,7615400228638,7525099,"Batteriebetriebene Scheuersaugmaschine mit Antrieb, Bedienelemente sind
selbsterklärend, exzellente Reinigungsleistung und Ergonomie,
servicefreundlich, effizienter Wasser- und Chemikalienverbrauch,
ausgezeichnete Wasseraufnhame mit patentiertem Saugbalken, höchste
Luftqualität durch HEPA-Filter, Vernetzung und Fernwartung, extrem leise im
Betrieb, TWISTER-Funktion für chemiefreie Reinigung, große Tankkapazität
erhöht die Arbeitsautonomie, Ultimaxx 2900 DD65 P BMS, ohne Akku und
Reinigungswerkzeug, nicht einsatzbereit, notwendig Batterie Artikel 2172329
sowie Führungsteller mit Pad oder Bürste, , Abmessung 149 x 70 x 113 cm,
Arbeitsbreite 65 cm, Arbeitsgeschwindigkeit 4,5 km/h, Flächenleistung 2.900
m²/h, Schalldruckpegel 63 dB(A), Bürstdrehzahl 195 U/min, Bürstendruck maximal
42 kg, Tankinhalt Frischwasser 63 l, Tankinhalt Schmutzwasser 63 l, 1 Stück.",igefa Handelsgesellschaft,https://store.igefa.de/p/2900-dd65-perfomance-bms-25a-ohne-batterie-und-zubehoer/PEYe4iEpxaCcfiaak2dtrH,https://media.igefa.de/files/images_idealclean/2242369.jpg,Diversey,
MASCOT® Accelerate Hose grün 82cm (18679-442),reinigungsmaschinen/scheuersaugmaschinen/scheuer-/saugmaschine-mitgänger/scheuer-/saugmaschine-mitgänger,ohne Batterie,2249429,7615400228904,7525126,"Scheuersaugmaschine mit Radantrieb, unschlagbare
Kombination aus Reinigungsleistung und schnellster
Trocknung, leiser Betrieb und saubere Abluft, intelligente
Technologien für einen sicheren und schnellen Start,
effiziente Verwendung von Reinigungsmitteln dank
IntelliDose+, 43 cm Einscheibenaggregat, 40 A internes
Ladegerät, unübertroffene Hygiene und Effizienz,
ausgezeichnete Wasseraufnhame mit patentiertem Saugbalken,
höchste Luftqualität durch HEPA-Filter, Vernetzung und
Fernwartung, extrem leise im Betrieb, Abmessung 122 x 49 x
112 cm, Arbeitsbreite 43 cm, Arbeitsgeschwindigkeit 3 km/h,
Bürstendruck maximal 40 kg, Flächenleistung 1451 m²/h,
Schalldruckpegel 60 dB(A), Tankinhalt Frischwasser 43 l,
Tankinhalt Schmutzwasser 45 l, 1 Stück.",igefa Handelsgesellschaft,https://store.igefa.de/p/mascot-accelerate-hose-gruen-82cm-18679-442-ohne-batterie/Yyu6sVS9u5bTDo2CZ4EP9J,https://media.igefa.de/files/images_idealclean/2249429.jpg,Diversey,
Ultimaxx 900 SD43 Perf. BMS 13A,reinigungsmaschinen/scheuersaugmaschinen/scheuer-/saugmaschine-mitgänger/scheuer-/saugmaschine-mitgänger,ohne Batterie,2230703,7615400230051,7525249,"handgeführte Scheuersaugmaschine, mit NFC-Schlüssel mit
Verwaltungsebene, IntelliTrail-Fernwartung, patentiertes
Saugbalken-Design, Bürsten-Decks, IntelliDose+, HEPA Filter
H13, unübertroffene Hygiene und Effizienz, ausgezeichnete
Wasseraufnahme mit patentiertem Saugbalken, höchste
Luftqualität durch HEPA-Filter, Vernetzung und Fernwartung,
extrem leise im Betrieb, Abmessung 122 x 48 x 111 cm,
Arbeitsbreite 43 cm, Arbeitsgeschwindigkeit 3 km/h,
Bürstendruck maximal 30 kg, Flächenleistung 1290 m²/h,
Schalldruckpegel 60 dB(A), Tankinhalt Frischwasser 20 l,
Tankinhalt Schmutzwasser 22 l, 1 Stück.",igefa Handelsgesellschaft,https://store.igefa.de/p/ultimaxx-900-sd43-perf-bms-13a-ohne-batterie/4VG2KPyqGQSRdnnCWyizSA,https://media.igefa.de/files/images_idealclean/2230703.jpg,Diversey,
